,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Matches,LgRank,MP,Matches,Playing Time : MP,Matches
18214,Giampaolo Pazzini,2011-2012,26,Inter,,1. Champions Lg,6,3,231,2.6,3,1,4,2,1,1,0,0,,,,,,,,1.17,0.39,1.56,0.78,1.17,,,,,,Matches,,,,,,
18215,Giampaolo Pazzini,2012-2013,27,Milan,,1. Champions Lg,5,4,383,4.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18216,Giampaolo Pazzini,2013-2014,28,Milan,,1. Champions Lg,2,0,33,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18217,Giampaolo Pazzini,2014-2015,29,Milan,it ITA,Coppa Italia,2,2,180,2.0,1,0,1,1,0,0,0,0,,,,,,,,0.50,0.00,0.50,0.50,0.50,,,,,,Matches,,,,,,
18218,Giampaolo Pazzini,2015-2016,30,Hellas Verona,it ITA,Coppa Italia,1,1,77,0.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18219,Giampaolo Pazzini,2016-2017,31,Hellas Verona,it ITA,Coppa Italia,2,2,180,2.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.50,0.50,0.00,0.50,,,,,,Matches,,,,,,
18220,Giampaolo Pazzini,2017-2018,32,Hellas Verona,it ITA,Coppa Italia,1,1,77,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18221,Giampaolo Pazzini,2018-2019,33,Hellas Verona,it ITA,Coppa Italia,2,1,79,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.14,0.00,1.14,1.14,1.14,,,,,,Matches,,,,,,
18222,Giampaolo Pazzini,2019-2020,34,Hellas Verona,it ITA,Coppa Italia,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18241,Luigi Vitale,2010-2011,22,Napoli,,2. Europa Lg,3,3,259,2.9,1,0,1,1,0,0,0,0,,,,,,,,0.35,0.00,0.35,0.35,0.35,,,,,,Matches,,,,,,
18242,Luigi Vitale,2012-2013,24,Ternana,it ITA,2. Serie B,39,35,3105,34.5,10,7,17,5,5,6,14,0,,,,,,,,0.29,0.20,0.49,0.14,0.35,,,,,,,,,,,,
18243,Luigi Vitale,2013-2014,25,Juve Stabia,it ITA,2. Serie B,19,17,1554,17.3,4,2,6,0,4,5,6,0,,,,,,,,0.23,0.12,0.35,0.00,0.12,,,,,,,,,,,,
18244,Luigi Vitale,2014-2015,26,Ternana,it ITA,Coppa Italia,1,1,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18245,Luigi Vitale,2015-2016,27,Ternana,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18246,Luigi Vitale,2016-2017,28,Salernitana,it ITA,Coppa Italia,2,2,240,2.7,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18247,Luigi Vitale,2017-2018,29,Salernitana,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18248,Luigi Vitale,2018-2019,30,Salernitana,it ITA,Coppa Italia,2,2,147,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18249,Luigi Vitale,2019-2020,31,Hellas Verona,it ITA,Coppa Italia,1,0,54,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18250,Luigi Vitale,2020-2021,32,Frosinone,it ITA,2. Serie B,9,3,364,4.0,0,2,2,0,0,0,4,0,0.2,0.2,1.0,1.2,7,32,32,0.00,0.49,0.49,0.00,0.49,0.06,0.25,0.31,0.06,0.31,Matches,,,,,,
18265,Lucas Felippe,2018-2019,18,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18266,Lucas Felippe,2019-2020,19,Hellas Verona,it ITA,1. Serie A,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,
18267,Lucas Felippe,2020-2021,20,Hellas Verona,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18268,Lucas Felippe,2023-2024,23,Crotone,it ITA,Coppa Italia,1,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18276,Matteo Lovato,2018-2019,18,Padova,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18277,Matteo Lovato,2019-2020,19,Padova,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18278,Matteo Lovato,2020-2021,20,Hellas Verona,it ITA,1. Serie A,24,14,1386,15.4,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,6,35,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
18279,Matteo Lovato,2021-2022,21,Atalanta,,1. Champions Lg,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
18280,Matteo Lovato,2022-2023,22,Salernitana,it ITA,1. Serie A,17,8,814,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
18281,Matteo Lovato,2023-2024,23,Salernitana,it ITA,Coppa Italia,2,2,153,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18282,Matteo Lovato,2024-2025,24,Sassuolo,it ITA,Coppa Italia,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18296,Andrea Danzi,2017-2018,18,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18297,Andrea Danzi,2018-2019,19,Hellas Verona,it ITA,2. Serie B,12,7,649,7.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,15,63,21,0.14,0.00,0.14,0.14,0.14,0.04,0.16,0.20,0.04,0.20,Matches,,,,,,
18298,Andrea Danzi,2019-2020,20,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18299,Andrea Danzi,2020-2021,21,Hellas Verona,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18300,Andrea Danzi,2021-2022,22,Cittadella,it ITA,Coppa Italia,2,2,154,1.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18301,Andrea Danzi,2022-2023,23,Cittadella,it ITA,Coppa Italia,2,2,161,1.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18302,Andrea Danzi,2023-2024,24,Cittadella,it ITA,Coppa Italia,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18311,Alessandro Berardi,2012-2013,21,Hellas Verona,it ITA,2. Serie B,,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,2nd,1,Matches,,
18313,Alessandro Berardi,2017-2018,26,Bari,it ITA,2. Serie B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7th,0,Matches,,
18314,Alessandro Berardi,2018-2019,27,Hellas Verona,it ITA,2. Serie B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th,0,Matches,,
18315,Alessandro Berardi,2019-2020,28,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th,0,Matches,,
18316,Alessandro Berardi,2020-2021,29,Hellas Verona,it ITA,1. Serie A,,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,10th,1,Matches,,
18317,Alessandro Berardi,2021-2022,30,Hellas Verona,it ITA,1. Serie A,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,9th,1,Matches,,
18318,Alessandro Berardi,2022-2023,31,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18th,0,Matches,,
18319,Alessandro Berardi,2023-2024,32,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13th,0,Matches,,
18320,Alessandro Berardi,2024-2025,33,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17th,0,Matches,,
18326,Bogdan Jocic,2019-2020,18,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th,0,,,Matches
18328,Bogdan Jocic,2021-2022,20,Metalac GM,rs SRB,1. SuperLiga,,0,76,0.8,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,,,15th,5,,,Matches
18329,Bogdan Jocic,2022-2023,21,Voždovac,rs SRB,1. SuperLiga,,12,1110,12.3,1,1,2,1,0,0,4,0,,,,,,,,0.08,0.08,0.16,0.08,0.16,,,,,,,,7th,22,,,Matches
18330,Bogdan Jocic,2023-2024,22,Voždovac,rs SRB,1. SuperLiga,,19,1592,17.7,3,4,7,3,0,0,6,0,,,,,,,,0.17,0.23,0.40,0.17,0.40,,,,,,,,15th,19,,,Matches
18331,Bogdan Jocic,2024-2025,23,Rubin Kazan,ru RUS,1. Russian Premier League,,6,438,4.9,1,2,3,1,0,0,1,0,,,,,,,,0.21,0.41,0.62,0.21,0.62,,,,,,,,7th,6,,,Matches
18341,Luca Marrone,2010-2011,20,Siena,it ITA,2. Serie B,18,14,1143,12.7,1,0,1,1,0,0,2,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,,,,,
18342,Luca Marrone,2011-2012,21,Juventus,it ITA,1. Serie A,3,1,116,1.3,1,1,2,1,0,0,0,0,,,,,,,,0.78,0.78,1.55,0.78,1.55,,,,,,Matches,,,,,,
18343,Luca Marrone,2012-2013,22,Juventus,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18344,Luca Marrone,2013-2014,23,Sassuolo,it ITA,1. Serie A,15,14,1137,12.6,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.16,0.16,0.00,0.16,,,,,,Matches,,,,,,
18345,Luca Marrone,2014-2015,24,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18346,Luca Marrone,2015-2016,25,Carpi,it ITA,Coppa Italia,4,4,390,4.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18347,Luca Marrone,2016-2017,26,Zulte Waregem,be BEL,1. First Division A,25,18,1527,17.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18348,Luca Marrone,2017-2018,27,Bari,it ITA,2. Serie B,33,33,2807,31.2,1,1,2,1,0,0,8,2,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,Matches,,,,,,
18349,Luca Marrone,2018-2019,28,Hellas Verona,it ITA,Coppa Italia,2,1,99,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18350,Luca Marrone,2019-2020,29,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18351,Luca Marrone,2020-2021,30,Crotone,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18352,Luca Marrone,2021-2022,31,Monza,it ITA,2. Serie B,18,17,1467,16.3,0,2,2,0,0,0,7,1,1.2,1.2,1.5,2.7,8,51,1,0.00,0.12,0.12,0.00,0.12,0.07,0.09,0.17,0.07,0.17,Matches,,,,,,
18353,Luca Marrone,2022-2023,32,Monza,it ITA,Coppa Italia,1,0,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18354,Luca Marrone,2023-2024,33,Cremonese,it ITA,2. Serie B,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
18373,Christian Pierobon,2019-2020,17,Hellas Verona,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18374,Christian Pierobon,2020-2021,18,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18375,Christian Pierobon,2021-2022,19,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18376,Christian Pierobon,2024-2025,22,Juve Stabia,it ITA,Coppa Italia,1,1,61,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18384,Filippo Terracciano,2019-2020,16,Hellas Verona,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18385,Filippo Terracciano,2020-2021,17,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18386,Filippo Terracciano,2021-2022,18,Hellas Verona,it ITA,Coppa Italia,1,0,6,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18387,Filippo Terracciano,2022-2023,19,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18388,Filippo Terracciano,2023-2024,20,Hellas Verona,it ITA,Coppa Italia,1,1,79,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18389,Filippo Terracciano,2024-2025,21,Milan,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18398,Abdoullaye Traore,2016-2017,16,Perugia,it ITA,2. Serie B,,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,4th,2,Matches,,
18399,Abdoullaye Traore,2017-2018,17,Perugia,it ITA,2. Serie B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,Matches,,
18400,Abdoullaye Traore,2018-2019,18,Hellas Verona,it ITA,2. Serie B,,0,13,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,6.92,6.92,0.00,6.92,0.00,0.15,0.15,0.00,0.15,,,5th,2,Matches,,
18401,Abdoullaye Traore,2019-2020,19,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th,0,Matches,,
18408,Lubomir Tupta,2015-2016,17,Hellas Verona,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18409,Lubomir Tupta,2017-2018,19,Hellas Verona,it ITA,Coppa Italia,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18410,Lubomir Tupta,2018-2019,20,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18411,Lubomir Tupta,2019-2020,21,Hellas Verona,it ITA,Coppa Italia,1,1,104,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18412,Lubomir Tupta,2020-2021,22,Hellas Verona,it ITA,1. Serie A,2,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,Matches,,,,,,
18413,Lubomir Tupta,2021-2022,23,Slovan Liberec,cz CZE,1. First League,24,13,1199,13.3,4,0,4,4,0,0,1,0,,,,,,,,0.30,0.00,0.30,0.30,0.30,,,,,,Matches,,,,,,
18414,Lubomir Tupta,2022-2023,24,Slovan Liberec,cz CZE,1. First League,17,13,1161,12.9,6,1,7,6,0,0,1,0,,,,,,,,0.47,0.08,0.54,0.47,0.54,,,,,,Matches,,,,,,
18415,Lubomir Tupta,2023-2024,25,Slovan Liberec,cz CZE,1. First League,32,32,2492,27.7,6,4,10,5,1,2,3,0,,,,,,,,0.22,0.14,0.36,0.18,0.33,,,,,,Matches,,,,,,
18416,Lubomir Tupta,2024-2025,26,Slovan Liberec,cz CZE,1. Czech First League,19,15,1189,13.2,3,1,4,1,2,2,2,0,,,,,,,,0.23,0.08,0.30,0.08,0.15,,,,,,Matches,,,,,,
18430,Jose Campana,2011-2012,18,Sevilla,es ESP,1. La Liga,15,3,444,4.9,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.41,0.41,0.00,0.41,,,,,,Matches,,,,,,
18431,Jose Campana,2012-2013,19,Sevilla,es ESP,1. La Liga,5,3,184,2.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18432,Jose Campana,2013-2014,20,Nürnberg,de GER,1. Bundesliga,10,5,594,6.6,1,1,2,1,0,0,3,0,,,,,,,,0.15,0.15,0.30,0.15,0.30,,,,,,Matches,,,,,,
18433,Jose Campana,2014-2015,21,Sampdoria,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18434,Jose Campana,2015-2016,22,Alcorcón,es ESP,2. La Liga 2,35,34,2964,32.9,3,3,6,3,0,0,13,0,,,,,,,,0.09,0.09,0.18,0.09,0.18,,,,,,Matches,,,,,,
18435,Jose Campana,2016-2017,23,Levante,es ESP,Copa del Rey,1,0,58,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18436,Jose Campana,2017-2018,24,Levante,es ESP,Copa del Rey,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18437,Jose Campana,2018-2019,25,Levante,es ESP,Copa del Rey,3,2,178,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18438,Jose Campana,2019-2020,26,Levante,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18439,Jose Campana,2020-2021,27,Levante,es ESP,1. La Liga,9,8,748,8.3,1,2,3,0,1,1,0,0,1.5,0.7,2.0,2.8,26,74,48,0.12,0.24,0.36,0.00,0.24,0.18,0.25,0.43,0.09,0.34,Matches,,,,,,
18440,Jose Campana,2021-2022,28,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18441,Jose Campana,2022-2023,29,Levante,es ESP,Copa del Rey,1,0,32,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18442,Jose Campana,2023-2024,30,Las Palmas,es ESP,1. La Liga,8,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,
18443,Jose Campana,2024-2025,31,Las Palmas,es ESP,Copa del Rey,0,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,Matches,,,,,,
18462,Jose Luis Morales,2013-2014,26,Eibar,es ESP,2. La Liga 2,38,34,2671,29.7,2,6,8,2,0,0,3,0,,,,,,,,0.07,0.20,0.27,0.07,0.27,,,,,,,,,,,,
18463,Jose Luis Morales,2014-2015,27,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18464,Jose Luis Morales,2015-2016,28,Levante,es ESP,Copa del Rey,1,1,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18465,Jose Luis Morales,2016-2017,29,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18466,Jose Luis Morales,2017-2018,30,Levante,es ESP,Copa del Rey,4,2,219,2.4,2,2,4,1,1,1,1,0,,,,,,,,0.82,0.82,1.64,0.41,1.23,,,,,,Matches,,,,,,
18467,Jose Luis Morales,2018-2019,31,Levante,es ESP,Copa del Rey,1,0,29,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18468,Jose Luis Morales,2019-2020,32,Levante,es ESP,Copa del Rey,1,1,58,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18469,Jose Luis Morales,2020-2021,33,Levante,es ESP,Copa del Rey,7,5,439,4.9,1,2,3,0,1,1,0,0,,,,,,,,0.21,0.41,0.62,0.00,0.41,,,,,,Matches,,,,,,
18470,Jose Luis Morales,2021-2022,34,Levante,es ESP,Copa del Rey,1,0,65,0.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.38,1.38,0.00,1.38,,,,,,Matches,,,,,,
18471,Jose Luis Morales,2022-2023,35,Villarreal,,3. Conf Lg,8,5,436,4.8,4,2,6,3,1,1,0,0,3.0,2.2,0.7,2.9,14,7,44,0.83,0.41,1.24,0.62,1.03,0.62,0.14,0.76,0.46,0.59,Matches,,,,,,
18472,Jose Luis Morales,2023-2024,36,Villarreal,es ESP,Copa del Rey,3,2,217,2.4,2,0,2,2,0,0,0,0,,,,,,,,0.83,0.00,0.83,0.83,0.83,,,,,,Matches,,,,,,
18473,Jose Luis Morales,2024-2025,37,Levante,es ESP,Copa del Rey,1,0,23,0.3,1,0,1,1,0,0,0,0,,,,,,,,3.91,0.00,3.91,3.91,3.91,,,,,,Matches,,,,,,
18486,Sergio Postigo,2014-2015,25,Leganés,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18487,Sergio Postigo,2015-2016,26,Spezia,it ITA,Coppa Italia,3,3,300,3.3,1,0,1,1,0,0,0,0,,,,,,,,0.30,0.00,0.30,0.30,0.30,,,,,,Matches,,,,,,
18488,Sergio Postigo,2016-2017,27,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18489,Sergio Postigo,2017-2018,28,Levante,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18490,Sergio Postigo,2018-2019,29,Levante,es ESP,Copa del Rey,2,2,160,1.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18491,Sergio Postigo,2019-2020,30,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
18492,Sergio Postigo,2020-2021,31,Levante,es ESP,Copa del Rey,5,4,397,4.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18493,Sergio Postigo,2021-2022,32,Levante,es ESP,1. La Liga,13,10,848,9.4,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,2,25,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,,,,,,
18494,Sergio Postigo,2022-2023,33,Levante,es ESP,Copa del Rey,2,2,157,1.7,1,1,2,1,0,0,0,0,,,,,,,,0.57,0.57,1.15,0.57,1.15,,,,,,Matches,,,,,,
18495,Sergio Postigo,2023-2024,34,Levante,es ESP,Copa del Rey,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18496,Sergio Postigo,2024-2025,35,CD Mirandés,es ESP,2. La Liga 2,4,3,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,
18509,Roger Marti,2011-2012,20,Levante,es ESP,1. La Liga,2,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18510,Roger Marti,2012-2013,21,Levante,es ESP,1. La Liga,15,2,332,3.7,1,0,1,1,0,0,1,0,,,,,,,,0.27,0.00,0.27,0.27,0.27,,,,,,Matches,,,,,,
18511,Roger Marti,2013-2014,22,Zaragoza,es ESP,2. La Liga 2,36,31,2675,29.7,12,1,13,12,0,0,8,0,,,,,,,,0.40,0.03,0.44,0.40,0.44,,,,,,,,,,,,
18512,Roger Marti,2014-2015,23,Valladolid,es ESP,Copa del Rey,1,1,77,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
18513,Roger Marti,2015-2016,24,Levante,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
